|id|generator_name|country|ic_kw|technology|subsidy|accreditation|commissioned|rlf|alf|latest_data|latest_mwh_p_a|latest_rocs_p_a
13558|R02284RWEN|Parkfield Gardens|England|3|Photovoltaic|FiT|2009-10-05|2009-07-21|||2010-03|1.0|
13559|R00905RWEN|J Weller PV|England|1|Photovoltaic|FiT|2008-06-25|2007-06-06|||2010-03|1.0|
13560|R02265RWEN|Kulu Lodge|England|2|Photovoltaic|FiT|2009-09-25|2009-04-21|||2010-03|1.0|
13561|R02071RWEN|Brockwell Solar PV|England|1|Photovoltaic|FiT|2009-08-17|2004-05-01|||2010-03|1.0|
13562|G03504PVEN|Mark Dickenson Solar|England|4|Photovoltaic|FiT|2010-03-10|2007-03-24|2.7%|3.0%|2012-03|1.0|
13563|R00845RWEN|Andrew Milburn Solar PV|England|2|Photovoltaic|FiT|2008-05-30|2008-05-02|4.8%|5.8%|2011-03|1.0|
13564|R01576RWEN|WHTGATES|England|1|Photovoltaic|FiT|2009-03-16|2009-02-26|9.5%|16.3%|2010-03|1.0|
13565|R01601RWEN|Buster|England|2|Photovoltaic|RO|2009-03-26|2009-03-10|4.8%|8.8%|2010-03|2.0|
13566|R01533RWEN|Dwaalkop|England|2|Photovoltaic|FiT|2009-03-02|2009-02-16|4.8%|8.2%|2010-03|1.0|
13567|R01305RWEN|Beryllium Prospect Road|England|1|Photovoltaic|FiT|2008-11-13|2006-06-01|9.4%|14.9%|2010-03|1.0|
13568|R01239RWEN|Jim Brook|England|1|Photovoltaic|FiT|2008-10-27|2008-10-02|9.3%|13.6%|2010-03|1.0|
13569|R01342RWEN|Burrs Road Solar|England|1|Photovoltaic|FiT|2008-11-27|2008-11-11|7.5%|11.7%|2010-03|1.0|
13570|R00037SWSC|Marchant PV System|Scotland|2|Photovoltaic|FiT|2008-04-21|2008-02-18|5.5%|5.8%|2010-03|1.0|
13571|R00755RWEN|Seiffert Solar|England|1|Photovoltaic|FiT|2008-04-23|2006-05-05|7.4%|8.0%|2010-03|1.0|
13572|R01184RWEN|Westholme Generators|England|1|Photovoltaic|FiT|2008-10-06|2008-09-19|9.3%|13.6%|2010-03|1.0|
13573|R00903RWEN|Gaia|England|1|Photovoltaic|FiT|2008-06-24|2008-06-13|9.0%|11.0%|2010-03|1.0|
13574|R01333RWEN|Birks|England|1|Photovoltaic|RO|2008-11-27|2008-11-25|9.4%|14.9%|2010-03|1.0|
13575|R01364RWEN|Bridge House|England|2|Photovoltaic|FiT|2008-12-05|2008-09-05|4.7%|7.5%|2010-03|1.0|
13576|R01076RWEN|Fox Park Halton Quay|England|2|Photovoltaic|FiT|2008-08-28|2003-06-13|4.5%|6.1%|2010-03|1.0|
13577|R01456RWEN|Igor|England|1|Photovoltaic|FiT|2009-01-27|2009-01-22|9.3%|14.9%|2010-03|1.0|
13578|R00440RWEN|Stockton Unitarian Church - D, Y (30/08/07)|England|2|Photovoltaic|FiT|2007-08-01|2007-03-01|7.1%|5.9%|2009-03|1.0|1.0
13579|R01048RWEN|Philip Pool Solar PV|England|2|Photovoltaic|FiT|2008-08-18|2008-07-18|3.5%|6.1%|2012-03|1.0|
13580|R02356RWEN|Patricia Bristow Solar|England|2|Photovoltaic|FiT|2009-10-30|2009-06-24|5.2%|6.1%|2012-03|1.0|
13581|R00485RWEN|Clark Solar PV - Y, (19/4/07), agent is GE|England|1|Photovoltaic|FiT|2007-04-01|2006-12-01|9.1%|6.8%|2010-03|1.0|
13582|R02539RWEN|Jessica Watson Solar|England|1|Photovoltaic|FiT|2009-12-04|2004-05-06|9.3%|10.9%|2012-03|1.0|
13583|R00593RWEN|Clegg - Y (06/12/2007), Agent is SSE|England|2|Photovoltaic|FiT|2007-12-01|2007-10-01|4.8%|5.5%|2010-03|1.0|
13584|R00499RWEN|Sunningdale Solar - Y (27/09/07), agent is SSE|England|2|Photovoltaic|RO|2007-09-01|2007-05-01|4.1%|8.2%|2010-03|1.0|
13585|R00070SWSC|Jack Solar|Scotland|2|Photovoltaic|FiT|2009-08-20|2007-06-29|5.1%|6.0%|2012-03|1.0|
13586|R01440RWEN|Drs SP & LSK Linton|England|2|Photovoltaic|FiT|2009-01-16|2007-07-11|5.2%|9.6%|2010-03|2.0|3.0
13587|R00953RWEN|Solion|England|2|Photovoltaic|FiT|2008-07-07|2005-08-28|4.4%|5.9%|2010-03|1.0|
13588|G02892PVEN|Ian Lucas Solar|England|5|Photovoltaic|FiT|||1.9%|2.4%|2011-03|1.0|
13589|R01387RWEN|Amyand Power|England|2|Photovoltaic|FiT|2008-12-16|2005-03-04|4.5%|7.3%|2010-03|1.0|
13590|R01417RWEN|Solar Hatch|England|1|Photovoltaic|FiT|2009-01-05|2008-12-09|9.2%|15.9%|2010-03|1.0|
13591|R00167RWEN|Goose Solar PV - Y, agent is GE|England|1|Photovoltaic|FiT|2006-12-01|2005-05-01|8.6%|8.2%|2009-03|1.0|
13592|R02180RWEN|Isabel Carter Solar|England|2|Photovoltaic|FiT|2009-09-07|2009-07-24|2.1%|5.2%|2012-03|1.0|
13593|R00772RWWA|Hugh Richards Solar|Wales|1|Photovoltaic|FiT|2009-09-07|2009-07-21|4.2%|10.4%|2012-03|1.0|
13594|R01180RWEN|Heathercroft Old London Road|England|1|Photovoltaic|FiT|2008-10-06|2006-02-07|9.0%|13.1%|2010-03|1.0|
13595|R00035RWEN|4 Fox Hollies - D,Y. Agent is SSE|England|1|Photovoltaic|FiT|2006-05-01|2004-04-01|8.6%|8.2%|2009-03|1.0|
13596|R01212RWEN|Villa Facll|England|1|Photovoltaic|FiT|2008-10-16|2008-10-08|9.1%|13.6%|2010-03|1.0|
13597|R00993RWEN|South Tile Barn|England|1|Photovoltaic|FiT|2008-07-17|2008-07-01|8.8%|10.8%|2010-03|1.0|
13598|R00685RWEN|Dr Jennifer Gibson PV - Y (13/02/2008) Agent is Good Energy|England|1|Photovoltaic|FiT|2008-02-01|2007-10-01|6.5%|11.0%|2011-03|1.0|
13599|R02240RWEN|Anna Leonard-Williams Solar|England|1|Photovoltaic|FiT|2009-09-21|2009-06-25|7.6%|9.0%|2012-03|1.0|
13600|G01485PVSC|30castleave|Scotland|3|Photovoltaic|FiT|||||2010-11|1.0|
13601|R02167RWEN|Saskatoon|England|2|Photovoltaic|FiT|2009-09-09|2009-07-01|||2010-03|1.0|
13602|R02249NGNI|CRM126 PAVIS|NI|7|Photovoltaic|RO|2013-09-25|2013-09-05|||2014-03|1.0|3.0
13603|R03430NGNI|81 Aughakillymaude|NI|4|Photovoltaic|RO|2014-01-09|2013-08-10|||2014-03|1.0|3.0
13604|R02186NGNI|SNIF0113 NEILL|NI|5|Photovoltaic|RO|2013-09-25|2013-08-27|||2014-03|1.0|3.0
13605|R02920NGNI|59 Lurgan Tarry|NI|4|Photovoltaic|RO|2013-12-03|2013-08-03|||2014-03|1.0|3.0
13606|R03256NGNI|8 Derrybrick Road|NI|5|Photovoltaic|RO|2013-12-19|2013-06-06|||2014-03|1.0|3.0
13607|R02991NGNI|NI2842 CLOSE|NI|4|Photovoltaic|RO|2013-12-05|2013-11-28|||2014-03|1.0|3.0
13608|R03560NGNI|NIF0953 CALDWELL|NI|6|Photovoltaic|RO|2014-01-20|2014-01-16|||2014-03|1.0|3.0
13609|R03138NGNI|22 Drumard Road|NI|7|Photovoltaic|RO|2013-12-13|2013-12-09|||2014-03|1.0|3.0
13610|R03254NGNI|13 Bann View Terrace|NI|4|Photovoltaic|RO|2013-12-19|2013-07-23|||2014-03|1.0|3.0
13611|R01804RWEN|Eco Bridge|England|2|Photovoltaic|FiT|2009-06-15|2009-04-09|||2010-03|1.0|
13612|R02206NGNI|SNI0144|NI|7|Photovoltaic|RO|2013-09-25|2013-08-29|||2014-03|1.0|3.0
13613|R03428NGNI|6 Ballygorian Road|NI|5|Photovoltaic|RO|2014-01-09|2013-07-21|||2014-03|1.0|3.0
13614|R03637NGNI|NIF2866 MOFFETT|NI|7|Photovoltaic|RO|2014-01-28|2014-01-27|||2014-03|1.0|3.0
13615|R03681NGNI|DIF106 MAGOWAN|NI|7|Photovoltaic|RO|2014-01-31|2014-01-28|||2014-03|1.0|3.0
13616|R02655RWEN|Elizabeth Warren Solar|England|3|Photovoltaic|FiT|2009-11-26|2009-07-06|3.1%|3.7%|2012-03|1.0|
13617|R02806NGNI|88 Magheralough Road|NI|6|Photovoltaic|RO|2013-11-25|2013-09-13|||2014-03|1.0|3.0
13618|R02844NGNI|46 McClay Park|NI|3|Photovoltaic|RO|2013-11-27|2013-05-09|||2014-03|1.0|3.0
13619|R02246NGNI|SNI0505 HOWELL|NI|5|Photovoltaic|RO|2013-09-25|2013-08-29|||2014-03|1.0|3.0
13620|R02205NGNI|NIF2281 MOORE|NI|6|Photovoltaic|RO|2013-09-25|2013-08-08|||2014-03|1.0|3.0
13621|R02182NGNI|NIF1625 WEST|NI|5|Photovoltaic|RO|2013-09-25|2013-08-21|||2014-03|1.0|3.0
13622|G03324PVEN|Patricia Lovett Solar|England|4|Photovoltaic|FiT|2010-02-23|2009-09-30|1.1%|2.8%|2012-03|1.0|
13623|R04118NGNI|NIF2807 ADAIR|NI|7|Photovoltaic|RO|2014-02-20|2014-02-17|||2014-03|1.0|3.0
13624|R02726NGNI|NIF1236 MULHOLLAND|NI|4|Photovoltaic|RO|2013-11-12|2013-11-04|||2014-03|1.0|3.0
13625|R03252NGNI|72 Spring Road|NI|7|Photovoltaic|RO|2013-12-19|2013-12-18|||2014-03|1.0|3.0
13626|R02988NGNI|NIF1239|NI|4|Photovoltaic|RO|2013-12-05|2013-11-29|||2014-03|1.0|3.0
13627|R02204NGNI|NIF2282 CONN|NI|4|Photovoltaic|RO|2013-09-25|2013-08-08|||2014-03|1.0|3.0
13628|R03093NGNI|NIF2175 LENNON|NI|4|Photovoltaic|RO|2013-12-11|2013-12-09|||2014-03|1.0|3.0
13629|R03507NGNI|86 Drumwhinney Road|NI|6|Photovoltaic|RO|2014-01-13|2014-01-10|||2014-03|1.0|3.0
13630|R02725NGNI|NIF1126 HANNAH|NI|6|Photovoltaic|RO|2013-11-12|2013-09-27|||2014-03|1.0|3.0
13631|R02299RWEN|The Kestrel|England|3|Photovoltaic|FiT|2009-10-05|2009-09-11|||2010-03|1.0|
13632|R03557NGNI|6 Cedar Grove|NI|7|Photovoltaic|RO|2014-01-17|2014-01-16|||2014-03|1.0|3.0
13633|R03424NGNI|214 Gortacashel Road|NI|7|Photovoltaic|RO|2014-01-09|2013-09-14|||2014-03|1.0|3.0
13634|R04035NGNI|159 Gorticashel Road|NI|7|Photovoltaic|RO|2014-02-14|2014-02-14|||2014-03|1.0|3.0
13635|R02212RWEN|Brewham|England|3|Photovoltaic|FiT|2009-09-17|2009-08-28|||2010-03|1.0|
13636|R03214NGNI|575 Lattone Road|NI|5|Photovoltaic|RO|2013-12-19|2013-07-23|||2014-03|1.0|3.0
13637|G03199PVEN|1 Owen Sivell Close|England|2|Photovoltaic|RO|2010-02-02|2009-09-20|||2010-03|1.0|
13638|R02796RWEN|1 St Loy Cottages|England|3|Photovoltaic|FiT|2010-01-25|2009-09-09|||2010-03|1.0|
13639|R03422NGNI|NIF2764 QURESHI|NI|7|Photovoltaic|RO|2014-01-09|2014-01-08|||2014-03|1.0|3.0
13640|R00237RWEN|Edel Weiss (16/04/2007) - D, Y|England|2|Photovoltaic|RO|2007-04-01|2006-10-01|2.0%|2.7%|2010-03|0.0|1.0
13641|R02802NGNI|2 Innisfall Walk|NI|4|Photovoltaic|RO|2013-11-25|2013-07-22|||2014-03|1.0|3.0
13642|R00181NZNI|69 Layde Road Cushendall|NI|3|On-shore wind|RO|2007-04-01|2007-01-01|||2010-03|1.0|
13643|R03554NGNI|48 Mullydoo Road|NI|7|Photovoltaic|RO|2014-01-17|2014-01-15|||2014-03|1.0|3.0
13644|G01719NWEN|Denholme Primary School|England|6|On-shore wind|FiT|2010-03-08|2008-04-04|||2010-03|1.0|
13645|R03248NGNI|92 Lenagh Road|NI|7|Photovoltaic|RO|2013-12-18|2013-12-16|||2014-03|1.0|3.0
13646|R02604NGNI|SNI0157 HOUSE|NI|3|Photovoltaic|RO|2013-10-25|2013-10-16|||2014-03|1.0|3.0
13647|R02399NGNI|NIF1336 KIRK|NI|3|Photovoltaic|RO|2013-09-30|2013-09-20|||2014-03|1.0|3.0
13648|R02016RWEN|Sagar|England|2|Photovoltaic|FiT|2009-07-30|2009-07-15|||2010-03|1.0|
13649|R03247NGNI|13 Dunmore Close|NI|7|Photovoltaic|RO|2013-12-19|2013-07-23|||2014-03|1.0|3.0
13650|R02434NGNI|NIF1381 KERR|NI|5|Photovoltaic|RO|2013-10-09|2013-09-27|||2014-03|1.0|3.0
13651|R01925RWEN|Terence Adamson|England|3|Photovoltaic|FiT|2009-07-07|2009-06-05|||2010-03|1.0|
13652|R03210NGNI|8 The Avenue|NI|6|Photovoltaic|RO|2013-12-19|2013-09-06|||2014-03|1.0|3.0
13653|G03174PVEN|25 Crescent Road|England|1|Photovoltaic|RO|2010-01-27|2004-05-06|||2010-03|1.0|
13654|R02799NGNI|18 Prospect Place|NI|4|Photovoltaic|RO|2013-11-22|2013-04-17|||2014-03|1.0|3.0
13655|R02982NGNI|6 Coolaharan Road|NI|7|Photovoltaic|RO|2013-12-04|2013-11-28|||2014-03|1.0|3.0
13656|R16558NGNI|Neil Magee|NI|4|Photovoltaic|RO|2015-09-30|2015-09-22|||2016-03|1.0|3.0
13657|G03157PVEN|Horizon|England|3|Photovoltaic|FiT|2010-01-26|2009-11-11|||2010-03|1.0|
13658|R03417NGNI|54 Drumrusk Road|NI|5|Photovoltaic|RO|2014-01-08|2013-08-07|||2014-03|1.0|3.0
13659|R02602NGNI|NIF2579 MCILWAINE|NI|7|Photovoltaic|RO|2013-10-25|2013-10-21|||2014-03|1.0|3.0
13660|R04945NGNI|112 Shane Road|NI|20|Photovoltaic|RO|2014-03-20|2014-02-21|||2014-03|1.0|3.0
13661|R01307NGNI|NIF0467 CONNELL|NI|3|Photovoltaic|RO|2013-04-15|2013-03-11|||2014-03|1.0|3.0
13662|R02173NGNI|CRM090 HEWITT|NI|4|Photovoltaic|RO|2013-09-25|2013-08-15|||2014-03|1.0|3.0
13663|R01497NGNI|NIF0130 POXON|NI|3|Photovoltaic|RO|2013-06-06|2013-05-22|||2014-03|1.0|3.0
13664|R03280NGNI|19 Saint Malaghys Crescent|NI|3|Photovoltaic|RO|2013-12-19|2013-05-13|||2014-03|1.0|3.0
13665|R15785NGNI|Murlough Solar PV 08|NI|2|Photovoltaic|RO|2015-09-25|2014-10-03|||2016-03|1.0|3.0
13666|R03083NGNI|392A Craigs Road|NI|7|Photovoltaic|RO|2013-12-11|2013-12-09|||2014-03|1.0|3.0
13667|R03624NGNI|106A Kilkeel Road|NI|6|Photovoltaic|RO|2014-01-23|2014-01-21|||2014-03|1.0|3.0
13668|R03497NGNI|7 Letfern Avenue|NI|7|Photovoltaic|RO|2014-01-13|2014-01-09|||2014-03|1.0|3.0
13669|G04051PVEN|Checkley Community Centre|England|12|Photovoltaic|FiT|2010-03-30|2010-03-11|||2010-03|1.0|
13670|R03206NGNI|NIF2150 CARNEY|NI|4|Photovoltaic|RO|2013-12-17|2013-12-13|||2014-03|1.0|3.0
13671|R02332RWEN|PP Generation|England|3|Photovoltaic|FiT|2009-10-15|2009-10-07|||2010-03|1.0|
13672|R02795NGNI|70 Northland Road|NI|3|Photovoltaic|RO|2013-11-22|2013-01-25|||2014-03|1.0|3.0
13673|R02054RWEN|Sunnyboy|England|2|Photovoltaic|FiT|2009-08-07|2009-04-27|||2010-03|1.0|
13674|R02832NGNI|6 Creamry Park|NI|3|Photovoltaic|RO|2013-11-27|2013-05-24|||2014-03|1.0|3.0
13675|R03412NGNI|33a Carmeen Road|NI|7|Photovoltaic|RO|2014-01-08|2013-09-13|||2014-03|1.0|3.0
13676|R03808NGNI|SNI0523 DORAN|NI|7|Photovoltaic|RO|2014-02-07|2014-02-05|||2014-03|1.0|3.0
13677|R03278NGNI|NIF0280 MCSHANE B|NI|6|Photovoltaic|RO|2014-01-13|2013-02-13|||2014-03|1.0|3.0
13678|R02095RWEN|Anne Rosemary Gordon Solar|England|1|Photovoltaic|FiT|2009-08-19|2009-07-08|3.5%|9.0%|2012-03|1.0|
13679|R03582NGNI|NIF2646 MONAGHAN|NI|6|Photovoltaic|RO|2014-01-22|2014-01-20|||2014-03|1.0|3.0
13680|R02545NGNI|NIF2309 GRAHAM|NI|4|Photovoltaic|RO|2013-10-19|2013-10-09|||2014-03|1.0|3.0
13681|R02348NGNI|NIF1762 MCALINDEN|NI|5|Photovoltaic|RO|2013-09-25|2013-09-13|||2014-03|1.0|3.0
13682|R01961RWEN|Whetton|England|2|Photovoltaic|FiT|2009-07-16|2009-07-08|||2010-03|1.0|
13683|R03240NGNI|NIF1273 LYTTLE|NI|5|Photovoltaic|RO|2013-12-18|2013-12-17|||2014-03|1.0|3.0
13684|R15775NGNI|Murlough Solar PV 07|NI|2|Photovoltaic|RO|2015-09-25|2014-10-03|||2016-03|1.0|3.0
13685|R03541NGNI|35 Tamlough Road|NI|7|Photovoltaic|RO|2014-01-17|2014-01-14|||2014-03|1.0|3.0
13686|R02866NGNI|NIF2631 WILLIAMS|NI|5|Photovoltaic|RO|2013-12-05|2013-11-26|||2014-03|1.0|3.0
13687|R02544NGNI|NIF2491 PRESS|NI|4|Photovoltaic|RO|2013-10-19|2013-10-10|||2014-03|1.0|3.0
13688|G02730PVEN|Start Solar PV|England|3|Photovoltaic|FiT|2009-10-21|2006-05-23|||2010-03|1.0|
13689|R02188RWEN|St. Mary's Church Solar|England|2|Photovoltaic|FiT|2009-09-07|2007-02-02|4.3%|5.2%|2012-03|1.0|
13690|R02593NGNI|DIF020 FLYNN|NI|5|Photovoltaic|RO|2013-10-24|2013-10-22|||2014-03|1.0|3.0
13691|R04145NGNI|DIF063 HENRY|NI|7|Photovoltaic|RO|2014-02-21|2014-02-20|||2014-03|1.0|3.0
13692|R03239NGNI|35b Annahilla Road|NI|5|Photovoltaic|RO|2013-12-18|2013-09-30|||2014-03|1.0|3.0
13693|R14907NGNI|B9Office|NI|6|Photovoltaic|RO|2015-09-22|2015-09-18|||2016-03|1.0|3.0
13694|R03452NGNI|24 Belvedere Road|NI|7|Photovoltaic|RO|2014-01-10|2013-09-16|||2014-03|1.0|3.0
13695|R02346NGNI|NIF1292 RAMSEY|NI|5|Photovoltaic|RO|2013-09-25|2013-09-19|||2014-03|1.0|3.0
13696|R03238NGNI|195 Old Coach Road|NI|6|Photovoltaic|RO|2013-12-19|2013-09-12|||2014-03|1.0|3.0
13697|R14248NGNI|ABBIEJACK SOLAR|NI|4|Photovoltaic|RO|2015-09-04|2015-08-29|||2016-03|1.0|3.0
13698|R03274NGNI|12b Aghaloo Road|NI|7|Photovoltaic|RO|2013-12-19|2013-08-06|||2014-03|1.0|3.0
13699|R15740NGNI|Murlough Solar PV 06|NI|2|Photovoltaic|RO|2015-09-25|2014-10-03|||2016-03|1.0|3.0
13700|R03580NGNI|NIF1038 WATERWORTH|NI|6|Photovoltaic|RO|2014-01-21|2014-01-21|||2014-03|1.0|3.0
13701|R03406NGNI|21 Liscreevin Road|NI|7|Photovoltaic|RO|2014-01-08|2013-08-09|||2014-03|1.0|3.0
13702|R00912RWEN|Iadine|England|1|Photovoltaic|FiT|2008-06-26|2008-05-19|8.3%|9.6%|2010-03|1.0|
13703|R15716NGNI|Murlough Solar PV 05|NI|2|Photovoltaic|RO|2015-09-25|2014-10-03|||2016-03|1.0|3.0
13704|R16487NGNI|John O'Connell|NI|4|Photovoltaic|RO|2015-09-29|2015-09-16|||2016-03|1.0|3.0
13705|R02184RWEN|Hagons|England|3|Photovoltaic|FiT|2009-09-09|2009-08-30|||2010-03|1.0|
13706|R03076NGNI|NIF1250 ADDIS|NI|4|Photovoltaic|RO|2013-12-11|2013-12-09|||2014-03|1.0|3.0
13707|R03449NGNI|SNI0467 HARBINSON|NI|6|Photovoltaic|RO|2014-01-10|2014-01-09|||2014-03|1.0|3.0
13708|R03272NGNI|112a Shane Road|NI|6|Photovoltaic|RO|2013-12-19|2013-09-14|||2014-03|1.0|3.0
13709|R03536NGNI|34 Skerriff Road|NI|7|Photovoltaic|RO|2014-01-16|2014-01-13|||2014-03|1.0|3.0
13710|R01554RWEN|Packwood Solar|England|2|Photovoltaic|FiT|2009-03-04|2008-12-04|3.8%|6.8%|2012-03|1.0|
13711|R03235NGNI|54 Garvallagh Road|NI|7|Photovoltaic|RO|2013-12-19|2013-12-16|||2014-03|1.0|3.0
13712|R15681NGNI|Murlough Solar PV 04|NI|2|Photovoltaic|RO|2015-09-25|2014-10-03|||2016-03|1.0|3.0
13713|R02132RWEN|Hawthorns Airlie Lane|England|2|Photovoltaic|FiT|2009-09-09|2009-08-07|||2010-03|1.0|
13714|R03577NGNI|SNI0583 MULLAN|NI|6|Photovoltaic|RO|2014-01-23|2014-01-17|||2014-03|1.0|3.0
13715|R03403NGNI|16 Fox Ridge|NI|5|Photovoltaic|RO|2014-01-08|2013-08-03|||2014-03|1.0|3.0
13716|R02637RWEN|Tom Canham Solar|England|2|Photovoltaic|FiT|2009-12-16|2009-10-16|2.0%|5.2%|2012-03|1.0|
13717|R01553RWEN|VIgnaux Solar|England|2|Photovoltaic|FiT|2009-03-04|2005-07-06|3.2%|5.8%|2012-03|1.0|
13718|R01487NGNI|SNI0091 JOHNSTON|NI|3|Photovoltaic|RO|2013-06-06|2013-05-24|||2014-03|1.0|3.0
13719|R03270NGNI|NIF2419 SMYTH|NI|4|Photovoltaic|RO|2013-12-19|2013-12-18|||2014-03|1.0|3.0
13720|R02130RWEN|McKenna|England|2|Photovoltaic|FiT|2009-08-04|2008-11-26|||2010-03|1.0|
13721|R03576NGNI|NIF2634 ANDERSON|NI|6|Photovoltaic|RO|2014-01-21|2014-01-17|||2014-03|1.0|3.0
13722|R03402NGNI|15 Ranfurley Crescent|NI|7|Photovoltaic|RO|2014-01-08|2013-09-12|||2014-03|1.0|3.0
13723|R02264NGNI|NIF0829 HAMILTON|NI|6|Photovoltaic|RO|2013-09-25|2013-08-30|||2014-03|1.0|3.0
13724|R03157NGNI|42 Dullaghan Road|NI|5|Photovoltaic|RO|2013-12-13|2013-12-10|||2014-03|1.0|3.0
13725|R12261NGNI|Coolsythe PV|NI|4|Photovoltaic|RO|2015-06-10|2015-05-27|||2016-03|1.0|3.0
13726|G03433PVEN|Luton Barton House|England|4|Photovoltaic|RO|2010-03-04|2010-02-01|||2010-03|1.0|
13727|R15649NGNI|Murlough Solar PV 03|NI|2|Photovoltaic|RO|2015-09-25|2014-10-03|||2016-03|1.0|3.0
13728|R02856NGNI|27 Killough Gardens|NI|3|Photovoltaic|RO|2013-11-27|2013-04-16|||2014-03|1.0|3.0
13729|R03073NGNI|NIF2502 SMYTH|NI|5|Photovoltaic|RO|2013-12-11|2013-12-03|||2014-03|1.0|3.0
13730|R01289RWEN|Rustic Cottage|England|1|Photovoltaic|FiT|2008-11-06|2005-07-15|8.3%|9.6%|2010-03|1.0|
13731|R01870RWEN|Rumshott Cottage|England|1|Photovoltaic|FiT|2009-06-29|2009-05-14|||2010-03|1.0|
13732|G03355PVEN|John Quinn Solar|England|2|Photovoltaic|FiT|2010-02-26|2009-07-27|2.0%|5.2%|2012-03|1.0|
13733|R14852NGNI|McStay Power|NI|4|Photovoltaic|RO|2015-09-18|2015-09-11|||2016-03|1.0|3.0
13734|R15641NGNI|Murlough Solar PV 02|NI|2|Photovoltaic|RO|2015-09-25|2014-10-03|||2016-03|1.0|3.0
13735|R03033NGNI|14 Maine Grove|NI|7|Photovoltaic|RO|2013-12-06|2013-12-05|||2014-03|1.0|3.0
13736|R02536NGNI|NIF2080 BOGLE|NI|4|Photovoltaic|RO|2013-10-18|2013-10-15|||2014-03|1.0|3.0
13737|R03399NGNI|12 Bunn Road|NI|7|Photovoltaic|RO|2014-01-08|2013-08-10|||2014-03|1.0|3.0
13738|R03485NGNI|NIF2900 RUTHERFORD|NI|7|Photovoltaic|RO|2014-01-13|2014-01-10|||2014-03|1.0|3.0
13739|R15629NGNI|Murlough Solar PV 01|NI|2|Photovoltaic|RO|2015-09-25|2014-10-03|||2016-03|1.0|3.0
13740|R03032NGNI|NIF1115 FLOWER|NI|5|Photovoltaic|RO|2013-12-11|2013-12-05|||2014-03|1.0|3.0
13741|R02537RWEN|Reginald Blake Solar|England|2|Photovoltaic|FiT|2009-12-04|2009-09-22|2.4%|6.1%|2012-03|1.0|
13742|R03794NGNI|12 Coolnagard View|NI|7|Photovoltaic|RO|2014-02-05|2014-02-04|||2014-03|1.0|3.0
13743|R03266NGNI|71 Knockninny Road|NI|6|Photovoltaic|RO|2013-12-19|2013-08-07|||2014-03|1.0|3.0
13744|R02443RWEN|Joburg Station|England|3|Photovoltaic|FiT|2009-11-12|2009-08-01|||2010-03|1.0|
13745|R03791NGNI|14A Monancloy Road|NI|7|Photovoltaic|RO|2014-02-04|2014-02-03|||2014-03|1.0|3.0
13746|R02815NGNI|27 Whiteforth Road|NI|5|Photovoltaic|RO|2013-11-25|2013-02-22|||2014-03|1.0|3.0
13747|R02442RWEN|Sandlings PV Station|England|4|Photovoltaic|FiT|2009-11-11|2009-10-08|||2010-03|1.0|
13748|R03068NGNI|133 Tirmacspird Road|NI|7|Photovoltaic|RO|2013-12-09|2013-12-06|||2014-03|1.0|3.0
13749|R02533RWEN|Heather Shute Solar|England|2|Photovoltaic|FiT|2009-12-03|2009-09-09|2.4%|6.1%|2012-03|1.0|
13750|R03438NGNI|88 Derrybard Road|NI|7|Photovoltaic|RO|2014-01-09|2014-01-07|||2014-03|1.0|3.0
13751|R03789NGNI|100 Killycappy Road|NI|7|Photovoltaic|RO|2014-02-04|2014-02-03|||2014-03|1.0|3.0
13752|R02814NGNI|2 Silverwood Drive|NI|3|Photovoltaic|RO|2013-11-25|2013-04-15|||2014-03|1.0|3.0
13753|R03393NGNI|5 Glenbrook Park|NI|7|Photovoltaic|RO|2014-01-08|2014-01-06|||2014-03|1.0|3.0
13754|R02417NGNI|47 McClay Park|NI|4|Photovoltaic|RO|2013-10-03|2013-10-01|||2014-03|1.0|3.0
13755|R02359RWEN|Otterview|England|3|Photovoltaic|FiT|2009-10-22|2009-04-06|||2010-03|1.0|
13756|R02735NGNI|NIF1510 MCDOWELL|NI|5|Photovoltaic|RO|2013-11-12|2013-10-30|||2014-03|1.0|3.0
13757|G03273PVEN|Tresco School|England|3|Photovoltaic|RO|2010-02-15|2009-11-18|||2010-03|1.0|
13758|R02777NGNI|NIF1981 MCILWAINE|NI|5|Photovoltaic|RO|2013-12-05|2013-11-11|||2014-03|1.0|3.0
13759|R02451NGNI|NIF1482 GREENAWAY|NI|5|Photovoltaic|RO|2013-10-18|2013-10-07|||2014-03|1.0|3.0
13760|R02995NGNI|NIF1148 SPENCE|NI|5|Photovoltaic|RO|2013-12-05|2013-12-03|||2014-03|1.0|3.0
13761|R03391NGNI|122 Moorfield Road|NI|7|Photovoltaic|RO|2014-01-08|2013-12-19|||2014-03|1.0|3.0
13762|R03224NGNI|2 Newtown Road|NI|7|Photovoltaic|RO|2013-12-19|2013-09-25|||2014-03|1.0|3.0
13763|R02994NGNI|NIF2469 RAGHUNATHAN|NI|5|Photovoltaic|RO|2013-12-05|2013-12-03|||2014-03|1.0|3.0
13764|G03080PVEN|David Elliott Solar|England|1|Photovoltaic|FiT|2010-01-22|2009-09-28|3.0%|7.8%|2012-03|1.0|
13765|R03144NGNI|SNI0642 BOYLE|NI|4|Photovoltaic|RO|2013-12-13|2013-12-12|||2014-03|1.0|3.0
