|id|generator_name|country|ic_kw|technology|subsidy|accreditation|commissioned|rlf|alf|latest_data|latest_mwh_p_a|latest_rocs_p_a
0|C00083RAEN|Drax Biomass Conversion|England|1295000|Dedicated biomass|RO|2003-03-01|2013-04-02|79.2%|68.4%|2018-03|7761720.0|7761720.0
1|INVDRX001|DRAX Biomass Conversion CfD|England|645000|Dedicated biomass|CfD|2016-12-21|2016-12-21|71.2%|73.0%|2018-06|4124530.0|
2|R00021RPEN|London Array Offshore Windfarm|England|630000|Off-shore wind|RO|2012-11-04|2012-11-04|40.9%|41.3%|2018-04|2278850.0|4231750.0
3|R00080RAEN|Tilbury Dedicated Biomass Power Station|England|1131000|Dedicated biomass|RO|2002-08-01|1968-01-01|45.4%|62.4%|2013-08|4100710.0|5353980.0
4|R00032RPEN|Race Bank|England|573300|Off-shore wind|RO|2017-06-08|2017-06-08|||2018-05|1869200.0|2774550.0
5|R00014RPEN|Greater Gabbard|England|504000|Off-shore wind|RO|2011-02-23|2011-02-23|37.9%|43.2%|2018-05|1908480.0|3324630.0
6|R00007RPWA|Gwynt y Mor|Wales|576000|Off-shore wind|RO|2013-09-30|2013-09-30|27.6%|40.1%|2018-04|2021250.0|3805780.0
7|R00083RAEN|Drax Power Station (RB) - A,C,E|England|602397|Biomass co-firing|RO|2003-03-01|1974-01-01|76.9%|66.9%|2016-12|4631690.0|4168690.0
8|C00077RAEN|Ironbridge Biomass Conversion|England|770000|Dedicated biomass|RO|2002-04-01|1969-06-01|22.8%|27.2%|2015-11|1835620.0|1835620.0
9|R00027RPEN|West of Duddon Sands Offshore Wind Farm|England|388800|Off-shore wind|RO|2014-02-10|2014-02-10|43.5%|48.0%|2018-04|1633350.0|3153920.0
10|G01178FWEN|Dudgeon Offshore Windfarm|England|402000|Off-shore wind|CfD|2017-09-19|2017-09-06|||2018-04|1266520.0|
11|R00022RPEN|Sheringham Shoal|England|317000|Off-shore wind|RO|2011-09-02|2011-09-02|37.2%|42.1%|2018-05|1168720.0|2039390.0
12|R00015RPEN|Thanet Offshore Wind Farm|England|300000|Off-shore wind|RO|2010-07-02|2010-07-02|32.5%|35.1%|2018-04|922409.0|1710960.0
13|R00025RPEN|Lincs Wind Farm|England|270000|Off-shore wind|RO|2012-08-27|2012-08-27|38.4%|44.7%|2018-05|1057850.0|1832980.0
14|R00028RPEN|Westermost Rough|England|210000|Off-shore wind|RO|2014-09-12|2014-09-12|44.2%|51.9%|2018-05|954520.0|1633060.0
15|R00023RPEN|Walney Offshore Wind Phase II|England|183600|Off-shore wind|RO|2011-08-25|2011-08-25|44.2%|47.6%|2018-05|766264.0|1405280.0
16|R00029RPEN|Humber Gateway Offshore Wind Farm|England|219000|Off-shore wind|RO|2015-03-02|2015-03-02|42.9%|45.0%|2018-04|864044.0|1594120.0
17|G01177FWEN|Walney Extension|England|659000|Off-shore wind|None|2017-09-02|2017-09-02|||2018-03|603527.0|
18|R00019RPEN|Walney Offshore Wind Phase I|England|183600|Off-shore wind|RO|2011-02-07|2011-01-13|40.5%|42.3%|2018-05|680986.0|1227470.0
19|G01175FWEN|Burbo Bank Extension|England|259000|Off-shore wind|CfD|2016-11-12|2016-11-12|38.9%|40.1%|2018-05|909781.0|
20|R00089SQSC|Whitelee Windfarm|Scotland|322000|On-shore wind|RO|2007-12-14|2007-12-14|21.4%|18.9%|2018-04|534477.0|477034.0
21|R00020RPEN|Ormonde Wind Farm|England|150000|Off-shore wind|RO|2011-08-18|2011-08-18|38.5%|32.0%|2018-04|420142.0|768813.0
22|R00210RQWA|Pen Y Cymoedd Wind Farm|Wales|228000|On-shore wind|RO|2016-10-10|2016-10-10|29.4%|33.4%|2018-04|667043.0|555132.0
23|R00187SQSC|Clyde Windfarm (North)|Scotland|197700|On-shore wind|RO|2012-08-01|2012-06-01|32.0%|32.3%|2018-05|558531.0|450844.0
24|R00161SQSC|Fallago Rig|Scotland|144000|On-shore wind|RO|2013-01-24|2013-01-24|30.6%|26.0%|2018-04|328350.0|314932.0
25|R00103SQSC|Crystal Rig II Wind Farm|Scotland|138000|On-shore wind|RO|2009-12-16|2009-12-16|30.1%|31.3%|2018-04|378769.0|352945.0
26|R00160SQSC|Griffin Wind Farm|Scotland|188600|On-shore wind|RO|2011-07-05|2011-07-05|19.6%|21.2%|2018-04|349752.0|326725.0
27|R00165SQSC|Clyde Windfarm (South)|Scotland|128800|On-shore wind|RO|2011-07-01|2011-07-01|27.7%|29.3%|2018-05|331052.0|284779.0
28|R00012RPEN|Gunfleet Sands I|England|108000|Off-shore wind|RO|2009-07-24|2009-07-24|34.6%|34.5%|2018-05|326608.0|425325.0
29|R00011RPEN|Inner Dowsing Offshore Wind Farm|England|97200|Off-shore wind|RO|2008-04-20|2008-04-20|34.5%|38.4%|2018-05|327163.0|428155.0
30|R00237RAEN|Iggesund Paperboard Biomass CHP|England|50000|Dedicated biomass|RO|2013-02-17|2013-02-17|78.9%|83.2%|2018-04|364207.0|660078.0
31|R00010RPEN|Lynn Offshore Wind Farm|England|97200|Off-shore wind|RO|2008-03-28|2008-03-15|34.0%|38.3%|2018-05|326467.0|427478.0
32|R00173SQSC|Clyde Windfarm (Central)|Scotland|195900|On-shore wind|RO|2012-01-17|2011-10-06|27.8%|28.8%|2018-05|493589.0|402152.0
33|R00005SASC|Stevens Croft - A, B, C, D, E, (01/06/07)|Scotland|50725|Dedicated biomass|RO|2007-11-08|2007-11-08|66.4%|68.6%|2018-04|304852.0|557933.0
34|R00169SQSC|Whitelee Windfarm Extension|Scotland|217020|On-shore wind|RO|2011-12-09|2011-12-09|17.4%|17.2%|2018-04|327046.0|294664.0
35|G00852MWEN|Riverside Resource Recovery Limited|England|80000|Waste|None|2011-06-20|2011-06-20|41.0%|43.9%|2018-04|307448.0|
36|R00008RPEN|Burbo Offshore Windfarm - A (31/01/07)|England|90000|Off-shore wind|RO|2007-07-01|2007-07-01|34.2%|26.5%|2018-05|209018.0|268356.0
37|R00002SPSC|Robin Rigg Offshore Wind Farm (West)|Scotland|90000|Off-shore wind|RO|2009-07-18|2009-07-18|34.8%|38.0%|2018-04|299838.0|408699.0
38|R00005RPWA|Rhyl Flats Wind farm|Wales|90000|Off-shore wind|RO|2009-07-15|2009-07-15|34.5%|37.9%|2018-04|298923.0|422294.0
39|R00007RPEN|Barrow Offshore Windfarm - A|England|90000|Off-shore wind|RO|2006-01-01|2006-01-01|35.7%|35.8%|2018-05|282269.0|246926.0
40|R00034RPEN|Rampion|England|400200|Off-shore wind|RO|2017-11-26|2017-11-26|||2018-04|333947.0|463039.0
41|R00003SPSC|Robin Rigg Offshore Wind Farm (East)|Scotland|90000|Off-shore wind|RO|2010-04-20|2010-04-20|34.5%|36.1%|2018-04|265845.0|483546.0
42|R00007RAEN|Thetford Power Station (RA) - A B|England|44200|Dedicated biomass|RO|2002-04-01|1998-10-01|66.7%|73.1%|2018-04|282878.0|390118.0
43|R00008SASC|Markinch CHP|Scotland|61625|Dedicated biomass|RO|2014-02-06|2014-02-06|58.9%|56.4%|2018-04|304377.0|441478.0
44|R00202RAEN|Sleaford REP|England|45000|Dedicated biomass|RO|2014-08-01|2014-08-01|73.0%|60.2%|2018-04|237198.0|472723.0
45|R00006RPEN|Kentish Flats Ltd - A,C|England|90000|Off-shore wind|RO|2005-08-01|2005-08-01|31.1%|32.0%|2018-04|251971.0|235235.0
46|R00011RAEN|Elean Business Park|England|43353|Dedicated biomass|RO|2002-04-01|2000-09-01|64.8%|67.4%|2018-04|256056.0|362603.0
47|R00031RPEN|Galloper Wind Farm|England|352800|Off-shore wind|RO|2017-11-05|2017-11-05|||2018-04|336765.0|409951.0
48|R00150SQSC|Arecleoch|Scotland|120000|On-shore wind|RO|2010-11-19|2010-11-19|23.8%|22.8%|2018-04|239928.0|222476.0
49|R00063SQSC|Hadyard Hill Windfarm - A,C|Scotland|119600|On-shore wind|RO|2005-11-01|2005-11-01|23.1%|20.2%|2018-05|211168.0|181333.0
50|R00316SQSC|Kilgallioch|Scotland|248540|On-shore wind|RO|2016-12-15|2016-12-15|17.2%|21.4%|2018-04|465112.0|372700.0
51|R00125RAEN|Ferrybridge C Power Station - A,C,E|England|137907|Biomass co-firing|RO|2002-04-01|1967-01-01|39.8%|43.8%|2013-03|59154.0|29577.0
52|G00479HYSC|Fasnakyle power Station|Scotland|69000|Hydro|None|2008-03-29|2008-03-29|35.4%|32.1%|2018-04|194355.0|
53|R00254RAEN|Brigg REP|England|54635|Dedicated biomass|RO|2015-10-20|2015-10-20|60.0%|47.3%|2018-04|226229.0|343464.0
54|R00062SQSC|Farr Wind farm ltd - A|Scotland|92000|On-shore wind|RO|2005-10-01|2005-10-01|27.7%|25.5%|2018-05|205414.0|116239.0
55|G00878MWEN|Ferrybridge FM1|England|81000|Waste|None|2015-07-25|2015-07-25|30.5%|41.1%|2018-06|291941.0|
56|R00060SQSC|Black Law Windfarm - A,C|Scotland|124200|On-shore wind|RO|2005-03-01|2005-03-01|20.4%|14.7%|2018-04|159812.0|140726.0
57|G00482HYSC|Clunie Power Station|Scotland|61200|Hydro|None|2008-03-29|2008-03-29|37.2%|29.9%|2018-04|160089.0|
58|G00474HYSC|Rannoch Power Station|Scotland|44100|Hydro|None|2008-03-29|2008-03-29|51.2%|42.9%|2018-04|165756.0|
59|R00147RAEN|Blackburn Meadows Renewable Energy Plant|England|34000|Dedicated biomass|RO|2014-06-24|2014-06-24|71.8%|75.2%|2018-04|223937.0|404648.0
60|R00013RPEN|Gunfleet Sands II|England|64800|Off-shore wind|RO|2009-07-24|2009-07-24|36.1%|36.8%|2018-05|208865.0|270197.0
61|R00224SQSC|Harestanes Windfarm|Scotland|140760|On-shore wind|RO|2013-09-20|2013-09-20|17.5%|18.6%|2018-04|228851.0|207079.0
62|R00312SQSC|Dunmaglass Wind Farm|Scotland|94050|On-shore wind|RO|2016-09-13|2016-09-13|29.7%|33.4%|2018-05|274922.0|210955.0
63|R00106RAEN|Fiddler's Ferry Power Station - A,C,E|England|129409|Biomass co-firing|RO|2002-04-01|1970-07-01|37.0%|55.6%|2012-09|80774.0|41420.0
64|R00024RPEN|Teesside windfarm|England|62100|Off-shore wind|RO|2013-07-05|2013-07-05|33.7%|39.7%|2018-04|215776.0|402588.0
65|R00006SASC|Caledonian CHP1|Scotland|26043|Dedicated biomass|RO|2009-04-30|2009-04-30|76.6%|76.9%|2018-05|175384.0|302654.0
66|R00004RPWA|North Hoyle Offshore Wind Farm - A|Wales|60000|Off-shore wind|RO|2003-11-01|2003-10-28|34.0%|36.8%|2018-04|193363.0|97885.0
67|R00037RAEN|Wilton 10 Biomass Gen station (RA) - A|England|35220|Dedicated biomass|RO|2007-05-01|2007-01-01|70.4%|43.3%|2018-04|133548.0|237091.0
68|G00476HYSC|Lochay Power Station|Scotland|45000|Hydro|None|2008-03-29|2008-03-29|42.3%|38.3%|2018-04|150954.0|
69|R00066SQSC|Pauls Hill Wind Farm - A,C,E|Scotland|64400|On-shore wind|RO|2005-11-01|2005-11-01|31.6%|31.4%|2018-04|177341.0|166048.0
70|R00030RPEN|Kentish Flats Extension Wind Farm|England|49500|Off-shore wind|RO|2015-09-01|2015-09-01|41.0%|44.8%|2018-04|194074.0|342300.0
71|R00016SESC|Kinlochleven Hydro Power Station, G|Scotland|19500|Hydro|RO|2002-04-01|1909-01-01|94.0%|97.1%|2018-03|165834.0|165834.0
72|R00212SQSC|Mid Hill Wind Farm|Scotland|75900|On-shore wind|RO|2013-12-02|2013-12-02|29.5%|30.8%|2018-05|204766.0|160845.0
73|R00170SQSC|Gordonbush Wind Farm|Scotland|71750|On-shore wind|RO|2011-12-13|2011-11-14|28.0%|27.1%|2018-05|170205.0|144796.0
74|R00074SQSC|Braes of Doune Windfarm (Scotland) Ltd - A|Scotland|72000|On-shore wind|RO|2006-09-01|2006-09-01|26.4%|26.5%|2018-05|166924.0|140580.0
75|R00005RPEN|Scroby Sands Wind Farm|England|60000|Off-shore wind|RO|2004-05-01|2004-05-01|30.8%|34.9%|2018-04|183242.0|169556.0
76|R00093SQSC|Kilbraur Wind Farm|Scotland|67500|On-shore wind|RO|2008-06-14|2008-06-14|27.7%|29.5%|2018-05|174332.0|150024.0
77|R00381RAEN|Snetterton Renewable Energy Plant|England|49458|Dedicated biomass|RO|2016-12-13|2016-12-13|64.3%|62.8%|2018-04|272218.0|369500.0
78|R00079SQSC|Millennium Wind Farm - A|Scotland|65000|On-shore wind|RO|2007-12-01|2007-10-01|28.1%|30.2%|2018-05|172051.0|145939.0
79|R00027NQNI|Slieve Rushen Phase II - A (23/10/2007)|NI|54000|On-shore wind|RO|2007-10-01|2007-10-01|34.2%|37.1%|2018-04|175518.0|164866.0
80|R00200RQEN|Scout Moor Wind Farm|England|65000|On-shore wind|RO|2008-06-01|2008-06-01|27.6%|29.7%|2018-05|169203.0|142305.0
81|R00313RQEN|Keadby Wind Farm|England|68000|On-shore wind|RO|2013-09-13|2013-09-13|28.0%|30.2%|2018-05|179673.0|156892.0
82|G00478HYSC|Glenmoriston Power Station|Scotland|37800|Hydro|None|2008-03-29|2008-03-29|44.7%|46.3%|2018-04|153447.0|
83|G00863MWEN|Copyhold Works (Lakeside)|England|42000|Waste|None|2009-11-23|2009-11-23|44.8%|44.1%|2018-04|162107.0|
84|R00001SFSC|Glendoe Hydro Power Station|Scotland|101150|Hydro|RO|2008-11-18|2008-11-18|13.1%|19.7%|2018-05|174171.0|131692.0
85|R00264SQSC|Strathy North|Scotland|67650|On-shore wind|RO|2015-06-26|2015-06-26|25.9%|27.2%|2018-04|161451.0|135371.0
86|R00097NQNI|Slieve Kirk Windfarm|NI|73600|On-shore wind|RO|2011-10-26|2011-10-26|25.1%|28.3%|2017-12|182454.0|182454.0
87|G00472HYSC|Tummel Power Station|Scotland|34000|Hydro|None|2008-03-29|2008-03-29|45.9%|41.8%|2018-04|124562.0|
88|G00473HYSC|Sloy Power Station|Scotland|152500|Hydro|None|2008-03-29|2008-03-29|10.1%|10.4%|2018-04|138546.0|
89|G00475HYSC|Luichart Power Station|Scotland|34800|Hydro|None|2008-03-29|2008-03-29|43.8%|43.8%|2018-04|133509.0|
90|R00237SQSC|Berry Burn Wind Farm|Scotland|66700|On-shore wind|RO|2014-02-28|2013-11-11|28.0%|30.5%|2018-05|178050.0|140540.0
91|R00236RQEN|Fullabrook Wind Farm|England|66000|On-shore wind|RO|2011-06-01|2011-06-01|23.9%|24.6%|2018-05|142112.0|125534.0
92|R00095SQSC|Aikengall Windfarm|Scotland|48000|On-shore wind|RO|2008-11-01|2008-11-01|34.0%|35.4%|2018-06|148632.0|125324.0
93|R00308RQEN|Middlemoor Wind Farm|England|54000|On-shore wind|RO|2013-06-28|2013-06-28|29.1%|32.3%|2018-04|152893.0|142425.0
94|G00364BWEN|Wilton International - C, D|England|199650|Unknown Biomass|None|||8.9%|10.1%|2005-11|176901.0|
95|R00324RAEN|Ridham Dock biomass plant|England|25000|Dedicated biomass|RO|2015-07-01|2015-07-01|64.9%|69.3%|2018-04|151680.0|203213.0
96|R00201RQEN|Little Cheyne Court Wind Farm|England|59800|On-shore wind|RO|2008-11-19|2008-11-19|26.5%|26.7%|2018-04|139977.0|128815.0
97|G00872MWEN|Edmonton Energy From Waste Plant|England|55000|Waste|None|2008-04-01|1970-01-01|26.1%|31.0%|2018-03|143086.0|
98|R00205SQSC|Camster Wind Farm|Scotland|50000|On-shore wind|RO|2013-02-09|2013-02-09|34.6%|37.1%|2018-04|162316.0|152801.0
99|R00308SQSC|Dersalloch|Scotland|73600|On-shore wind|RO|2016-08-18|2016-08-18|23.7%|23.2%|2018-04|149557.0|122812.0
100|R00058SESC|Shin Power Station-A,G|Scotland|18640|Hydro|RO|2003-06-01|2003-06-01|77.0%|80.3%|2018-05|130999.0|109264.0
101|G00480HYSC|Errochty Power Station|Scotland|75000|Hydro|None|2008-03-29|2008-03-29|17.8%|10.5%|2018-04|69053.0|
102|R00186SQSC|Baillie Wind farm|Scotland|52500|On-shore wind|RO|2012-12-20|2012-12-20|30.8%|32.9%|2018-05|151295.0|134362.0
103|R00251SQSC|Aikengall II Windfarm|Scotland|60800|On-shore wind|RO|2016-09-30|2016-09-30|||2018-06|153282.0|103904.0
104|R00295RAEN|SELCHP Kennels Site|England|35000|Waste|RO|2014-04-01|1994-02-01|37.5%|3.4%|2018-04|10387.0|4475.0
105|R00022SESC|Mossford Power Station - A,G|Scotland|18660|Hydro|RO|2003-02-01|1957-01-01|74.2%|75.6%|2018-05|123201.0|101377.0
106|R00006RAWA|UPM Shotton Paper Boiler 7 (RA) - A, D|Wales|24839|Dedicated biomass|RO|2006-11-15|2006-11-15|67.3%|68.2%|2018-04|148470.0|268080.0
107|R00285SQSC|Corriegarth Wind Energy Centre|Scotland|69460|On-shore wind|RO|2016-09-30|2016-09-30|26.7%|32.1%|2018-04|195333.0|161808.0
108|G01027HYSC|Foyers Natural Run Off|Scotland|300000|Hydro|None|2008-03-29|2008-03-29|4.3%|1.4%|2018-04|35507.0|
109|R00111SQSC|Causeymire Wind Farm|Scotland|48300|On-shore wind|RO|2004-04-01|2004-04-01|26.3%|22.2%|2018-05|93986.0|53557.0
110|R00148RQWA|Cefn Croes|Wales|45000|On-shore wind|RO|2005-01-25|2005-01-25|29.6%|28.1%|2018-05|110743.0|99341.0
111|G00010MWEN|TYSELEY WASTE DISPOSAL SITE|England|32600|Waste|None|2003-10-27|1996-09-01|39.3%|34.6%|2018-04|98881.0|
112|R00049SQSC|Crystal Rig Windfarm - A,E|Scotland|62500|On-shore wind|RO|2003-10-01|2003-10-01|24.3%|22.1%|2018-04|120739.0|112168.0
113|R00026RAEN|Slough Electricity Contracts Ltd - C (RB)|England|35000|Dedicated biomass|RO|2005-10-01|2003-03-31|40.0%|6.5%|2014-04|19783.0|29973.0
114|L00002MWWA|UPM Shotton Paper Boiler 7 (RA) - A, D|Wales|16650|Waste|None|||84.9%|86.7%|2015-07|126412.0|
115|R00163SQSC|Lochluichart Windfarm|Scotland|69000|On-shore wind|RO|2013-12-18|2013-12-18|21.3%|24.7%|2018-04|149487.0|126320.0
116|R00002RAWA|Western Wood Energy Plant A|Wales|16400|Dedicated biomass|RO|2008-07-03|2008-07-01|77.7%|73.6%|2018-04|105781.0|98316.0
117|R00148SQSC|Mark Hill Windfarm|Scotland|56000|On-shore wind|RO|2011-03-16|2011-03-16|21.6%|20.4%|2018-04|100186.0|91055.0
118|R00216SQSC|The Carraig Gheal Wind Farm|Scotland|46000|On-shore wind|RO|2013-03-21|2013-02-01|31.5%|33.6%|2018-05|135364.0|116024.0
119|R00055SQSC|Rothes Wind Ltd - A, C, E|Scotland|50600|On-shore wind|RO|2004-11-01|2004-11-01|25.0%|24.2%|2018-04|107085.0|101187.0
120|R00199RQWA|Pant y Wal Wind Farm|Wales|46296|On-shore wind|RO|2013-02-28|2013-02-28|30.9%|32.4%|2018-04|131487.0|122555.0
121|R00197SQSC|Rothes2 Wind Farm|Scotland|41400|On-shore wind|RO|2013-02-21|2013-02-21|34.8%|34.0%|2018-05|123495.0|109576.0
122|R00213RJEN|Calvert Phase Ii|England|17325|Landfill Gas|RO|2002-12-01|2002-12-01|79.5%|69.0%|2018-04|104638.0|96886.0
123|R00176SQSC|Hill of Towie Wind Farm|Scotland|48300|On-shore wind|RO|2012-01-20|2012-01-20|27.6%|28.0%|2018-04|118295.0|111384.0
124|G00477HYSC|Inverawe Power Station|Scotland|25000|Hydro|None|2008-03-29|2008-03-29|44.9%|56.0%|2018-04|122702.0|
125|R00341RQEN|Crook Hill|England|37400|On-shore wind|RO|2015-09-19|2015-09-19|34.1%|36.8%|2018-04|120650.0|100057.0
126|R00005RAEN|Glanford Power Station (Fibrogen) - A,B|England|16700|Dedicated biomass|RO|2002-04-01|1993-11-01|65.8%|67.4%|2018-04|98584.0|134091.0
127|R00108RAEN|Cottam Power Station (RB) - A,B,C,E|England|53623|Biomass co-firing|RO|2003-01-01|1968-06-09|46.5%|12.2%|2017-09|43512.0|21756.0
128|R00173RJEN|Arpley Landfill Site|England|16400|Landfill Gas|RO|2002-04-01|2000-03-01|70.0%|62.7%|2018-04|82865.0|76370.0
129|R00299SQSC|Windy Standard II (Brockloch Rig)|Scotland|61500|On-shore wind|RO|2017-07-03|2017-07-03|||2018-04|110934.0|85474.0
130|R00090RAEN|Littlebrook D Power Station - A,C,B,E|England|156308|Biomass co-firing|RO|2005-07-01|1981-01-01|2.3%|0.1%|2015-01|2230.0|
131|R00198NQNI|Dunbeg Windfarm|NI|42280|On-shore wind|RO|2014-09-19|2014-09-19|28.6%|29.1%|2018-04|107679.0|90799.0
132|G00867MWEN|Ardley EfW Facility|England|28000|Waste|None|2014-07-25|2014-07-25|42.6%|40.2%|2018-04|98583.0|
133|R00069SQSC|Earlsburn Wind Farm - A,E|Scotland|37500|On-shore wind|RO|2006-11-01|2006-10-01|31.1%|33.9%|2018-05|111299.0|52982.0
134|R00262SQSC|Beinneun Wind Farm|Scotland|110080|On-shore wind|RO|2017-02-09|2017-02-09|18.8%|18.9%|2018-06|181963.0|124317.0
135|R00240SQSC|Galawhistle Windfarm Limited|Scotland|55200|On-shore wind|RO|2016-12-20|2016-12-20|30.6%|31.5%|2018-05|152188.0|115044.0
136|R00061SESC|Quoich Power Station - A, E, G|Scotland|18050|Hydro|RO|2003-07-01|1955-01-01|59.7%|48.7%|2018-04|76950.0|76050.0
137|R00513RJEN|Pitsea Methane Conversion Plant|England|15195|Landfill Gas|RO|2005-10-01|2005-10-01|77.0%|73.6%|2018-04|97910.0|91561.0
138|R00266RQEN|Tween Bridge Wind Farm|England|44000|On-shore wind|RO|2012-02-27|2012-02-27|27.8%|29.3%|2018-04|112769.0|104173.0
139|R00122SQSC|Edinbane Wind Farm|Scotland|41400|On-shore wind|RO|2009-11-30|2009-11-30|28.0%|27.7%|2018-04|100475.0|93027.0
140|R00107RAEN|Kingsnorth Power Station|England|123970|Biomass co-firing|RO|2002-12-01|2002-12-01|18.1%|4.6%|2010-10|29208.0|14604.0
141|R00056SESC|Orrin Power Station- A|Scotland|18000|Hydro|RO|2003-04-01|1959-01-01|58.4%|56.6%|2018-05|89181.0|73005.0
142|R00065SESC|Invergarry Power Station - A,E|Scotland|19975|Hydro|RO|2003-08-01|1956-01-01|53.0%|56.6%|2018-03|99099.0|99099.0
143|R00074SESC|Grudie Bridge Power Station - A, G|Scotland|18660|Hydro|RO|2003-09-01|1950-01-01|56.5%|58.4%|2018-05|95447.0|79243.0
144|R00124RAEN|Eggborough Power Limited - A, C|England|55600|Biomass co-firing|RO|2003-09-01|1970-01-01|29.2%|26.6%|2016-03|83334.0|41667.0
145|G00859MWEN|Halling (allington) EFW Plant NFFO 4|England|45600|Waste|None|2008-04-01|2007-01-01|23.4%|29.6%|2018-04|118441.0|
146|R00272SQSC|Harburnhead Windfarm|Scotland|51700|On-shore wind|RO|2016-12-01|2016-12-01|29.0%|29.8%|2018-05|135058.0|102522.0
147|R00279RQEN|Green Rigg|England|36000|On-shore wind|RO|2012-08-01|2012-08-01|29.2%|30.7%|2018-04|96752.0|89465.0
148|G00496HYSC|Tongland Power Station|Scotland|33000|Hydro|None|2008-03-29|2008-03-29|29.5%|34.9%|2018-04|100814.0|
149|R00145SQSC|Burnfoot|Scotland|30750|On-shore wind|RO|2010-10-09|2010-10-09|34.8%|35.3%|2018-04|95000.0|86568.0
150|G00001MWWA|Trident Park EFW Facility|Wales|34100|Waste|None|2014-11-17|2014-11-17|34.2%|35.6%|2018-04|106281.0|
151|G00483HYSC|Clachan power Station|Scotland|40000|Hydro|None|2008-03-29|2008-03-29|24.2%|26.2%|2018-04|91902.0|
152|G00481HYSC|Deanie power Station|Scotland|38000|Hydro|None|2008-03-29|2008-03-29|27.0%|25.8%|2017-05|86013.0|
153|R00244SQSC|Clashindarroch Wind Farm|Scotland|37350|On-shore wind|RO|2015-01-21|2015-01-21|32.1%|33.7%|2018-04|110327.0|93291.0
154|R00024NANI|Lisahally Power Station|NI|18800|Dedicated biomass|RO|2015-07-23|2015-07-23|65.1%|52.3%|2018-03|86108.0|172215.0
155|R00006RAEN|Eye Power Station (Fibropower) - A,B,C|England|16529|Dedicated biomass|RO|2002-04-01|1992-07-01|62.3%|55.3%|2018-04|80021.0|110348.0
156|R00011SASC|Longannet Power Station - A,B,C,E|Scotland|37936|Biomass co-firing|RO|2002-04-01|1973-01-01|47.0%|46.2%|2012-04|50406.0|25203.0
157|G00864MWEN|Veolia Environmental Services Staffordshire ERF|England|28000|Waste|None|2013-12-16|2013-11-01|42.9%|42.7%|2017-03|104720.0|
158|R00246SQSC|Stroupster1|Scotland|29900|On-shore wind|RO|2015-08-07|2015-08-07|35.3%|35.9%|2018-05|94039.0|74900.0
159|R00172SQSC|Kelburn Wind Farm|Scotland|28000|On-shore wind|RO|2011-12-23|2011-12-23|38.7%|39.4%|2018-04|96656.0|88215.0
160|R00177RAEN|Bio Power One|England|17450|Dedicated biomass|RO|2011-09-16|2011-09-16|58.0%|71.8%|2018-05|109683.0|182082.0
161|R00102RAEN|Aberthaw B Power Station -A,C,E|England|29878|Biomass co-firing|RO|2003-06-01|1970-01-01|53.0%|51.3%|2017-03|70630.0|35315.0
162|R00051SQSC|Ardrossan Windfarm (Scotland) Ltd - A|Scotland|30000|On-shore wind|RO|2003-12-01|2003-12-01|33.7%|36.6%|2018-05|96247.0|81833.0
163|R00227SQSC|Calder Water Windfarm|Scotland|32200|On-shore wind|RO|2013-09-30|2013-09-30|31.4%|31.4%|2018-06|88541.0|69000.0
164|R00135SQSC|Achany Windfarm|Scotland|38950|On-shore wind|RO|2010-06-18|2010-06-18|24.3%|23.2%|2018-05|79183.0|68851.0
165|R00086SQSC|Minsca Windfarm|Scotland|36800|On-shore wind|RO|2008-01-01|2007-10-01|26.9%|27.7%|2018-05|89166.0|76317.0
166|R00197RQWA|Mynydd y Betws Wind Farm|Wales|34500|On-shore wind|RO|2012-10-25|2012-10-25|31.3%|30.4%|2018-05|92009.0|79542.0
167|R00321SQSC|Bhlaraidh Wind Farm|Scotland|110400|On-shore wind|RO|2017-03-02|2017-02-17|17.5%|19.0%|2018-05|183428.0|134858.0
168|R00374RQEN|Ray Wind Farm|England|54400|On-shore wind|RO|2017-02-05|2017-02-05|29.9%|30.4%|2018-04|145109.0|119996.0
169|R00088SQSC|Green Knowes Windfarm|Scotland|27000|On-shore wind|RO|2008-06-21|2008-06-21|33.4%|35.2%|2018-04|83197.0|76171.0
170|R00121SQSC|Fairburn Windfarm|Scotland|41000|On-shore wind|RO|2009-10-14|2009-10-14|23.7%|23.8%|2018-05|85598.0|73613.0
171|G00870MWEN|Suffolk Energy from Waste Plant|England|24200|Waste|None|2014-10-06|2014-07-01|42.0%|40.2%|2018-04|85208.0|
172|G01480HYSC|Cruachan Hydro Natural Run-off|Scotland|440000|Hydro|None|2008-02-29|1965-10-01|2.0%|2.0%|2018-04|77849.0|
173|R00057SESC|Ceannacroc Power Station - A, E|Scotland|20000|Hydro|RO|2003-04-01|1956-01-01|49.0%|39.7%|2018-05|57373.0|54204.0
174|R00119SQSC|Longpark Wind Farm|Scotland|38000|On-shore wind|RO|2009-07-10|2009-07-10|24.1%|23.2%|2018-04|77328.0|72087.0
175|R00257RQEN|Hyndburn Wind Farm|England|24600|On-shore wind|RO|2012-10-19|2012-10-19|39.1%|38.0%|2018-05|81880.0|71625.0
176|R00243SQSC|Moy Wind Farm|Scotland|60000|On-shore wind|RO|2016-03-06|2016-03-06|21.8%|21.2%|2018-04|111463.0|92589.0
177|R00019SESC|St Fillans Power Station - A, G|Scotland|16830|Hydro|RO|2002-09-01|1957-01-01|52.0%|43.3%|2018-05|63892.0|61423.0
